POI_ID,ADDRESS,"﻿""DESCRIPTION""",NAME,GeoJSON,geo_point_2d
7280,671 BROCK ST,Parkette,NAPIER ST PARKETTE,"{""coordinates"": [-76.506524453855, 44.233274638427126], ""type"": ""Point""}","44.233274638427126,-76.506524453855"
7773,41-61 COMPTON ST,Playground,41-61 COMPTON ST PLAYGROUND,"{""coordinates"": [-76.48945798247965, 44.26500720807046], ""type"": ""Point""}","44.26500720807046,-76.48945798247965"
8067,61-71 COMPTON ST,Playground,61-71 COMPTON ST PLAYGROUND,"{""coordinates"": [-76.49042385064857, 44.26489884887005], ""type"": ""Point""}","44.26489884887005,-76.49042385064857"
8575,825 LANCASTER DR,Playground,BRIDLE PATH PARK PLAYGROUND,"{""coordinates"": [-76.59091585533021, 44.253886391856675], ""type"": ""Point""}","44.253886391856675,-76.59091585533021"
8870,14 THERESA CRES,Playground,JAMES NELSON PARK PLAYGROUND,"{""coordinates"": [-76.49855576293878, 44.25387626315432], ""type"": ""Point""}","44.25387626315432,-76.49855576293878"
8871,2 HOWE ISLAND FERRY RD,Playground,CHANNEL VIEW PARK PLAYGROUND,"{""coordinates"": [-76.32757811795054, 44.2783267376536], ""type"": ""Point""}","44.2783267376536,-76.32757811795054"
8279,151 ORDNANCE ST,Playground,MCBURNEY PARK PLAYGROUND,"{""coordinates"": [-76.48849726915131, 44.23576013848748], ""type"": ""Point""}","44.23576013848748,-76.48849726915131"
8281,355 WATERLOO DR,Playground,ST. MARGUERITE BOURGEOYS ELEMENTARY SCHOOL PLAYGROUND 2,"{""coordinates"": [-76.55274284241602, 44.25352444711804], ""type"": ""Point""}","44.25352444711804,-76.55274284241602"
8186,70 CRAFTSMAN BLVD,Tennis Court,CANADIAN FORCES BASE KINGSTON TENNIS COURT,"{""coordinates"": [-76.45865210456542, 44.243621585067395], ""type"": ""Point""}","44.243621585067395,-76.45865210456542"
8468,3513 BREWER'S MILLS RD,Tennis Court,JOHN BREWER PARK TENNIS COURT,"{""coordinates"": [-76.28107981150006, 44.410713998234705], ""type"": ""Point""}","44.410713998234705,-76.28107981150006"
8469,45 UNION ST,Queen's University,BEAMISH-MUNRO HALL,"{""coordinates"": [-76.49264457580732, 44.22808989111331], ""type"": ""Point""}","44.22808989111331,-76.49264457580732"
9068,21 COLLINGWOOD ST,Queen's University,GORDON-BROCKINGTON HALL,"{""coordinates"": [-76.50076757316013, 44.22318816948648], ""type"": ""Point""}","44.22318816948648,-76.50076757316013"
8778,58 UNIVERSITY AVE,Queen's University,ELLIS HALL,"{""coordinates"": [-76.4962570218604, 44.226343660956324], ""type"": ""Point""}","44.226343660956324,-76.4962570218604"
8189,85 STUART ST,Queen's University,THEOLOGICAL HALL,"{""coordinates"": [-76.49362558345042, 44.225617406599305], ""type"": ""Point""}","44.225617406599305,-76.49362558345042"
7185,19 Union St,Parking Lot,DUPUIS HALL PARKING LOT,"{""coordinates"": [-76.49155566517162, 44.228477609892906], ""type"": ""Point""}","44.228477609892906,-76.49155566517162"
7186,268 OLD QUARRY RD,Swingset,O'CONNOR PARK PLAYGROUND 1,"{""coordinates"": [-76.52450838539635, 44.25639075374391], ""type"": ""Point""}","44.25639075374391,-76.52450838539635"
7775,DALTON AV,Trail Access & Parking,DIVISION ST/WELLER AV ACCESS PNT,"{""coordinates"": [-76.49869238257581, 44.262334643981916], ""type"": ""Point""}","44.262334643981916,-76.49869238257581"
7776,1064 ESCALA CR,Playground,WOODHAVEN PARK PLAYGROUND,"{""coordinates"": [-76.59932706214585, 44.266230377841396], ""type"": ""Point""}","44.266230377841396,-76.59932706214585"
8872,910 LIMESTONE DR,Playground,GARDENWALK PARK PLAYGROUND,"{""coordinates"": [-76.60079659054885, 44.25411751241101], ""type"": ""Point""}","44.25411751241101,-76.60079659054885"
8578,19 BUCKINGHAM CRT,Playground,BUCKINGHAM PARK PLAYGROUND,"{""coordinates"": [-76.44995256517596, 44.25939171730277], ""type"": ""Point""}","44.25939171730277,-76.44995256517596"
8873,20 CRANBROOK ST,Playground,OUR LADY OF LOURDES ELEMENTARY SCHOOL PLAYGROUND,"{""coordinates"": [-76.56994595192795, 44.220177220742094], ""type"": ""Point""}","44.220177220742094,-76.56994595192795"
8283,1180 WOODBINE RD,Playground,WOODBINE PARK PLAYGROUND 2,"{""coordinates"": [-76.60600148972824, 44.25976127178755], ""type"": ""Point""}","44.25976127178755,-76.60600148972824"
8284,4 YACHT CLUB LN,Playground,ARROWHEAD BEACH RECREATION AREA (CFB) PLAYGROUND,"{""coordinates"": [-76.45011433401777, 44.23510209987711], ""type"": ""Point""}","44.23510209987711,-76.45011433401777"
8285,999 SYDENHAM RD,Basketball Court,THIRD DAY WORSHIP CENTRE BASKETBALL COURT,"{""coordinates"": [-76.54569151840658, 44.26437380982279], ""type"": ""Point""}","44.26437380982279,-76.54569151840658"
8951,342 MCEWEN DR,Place of Worship,NEW LIFE CENTRE (UNITED PENTECOSTAL CHURCH),"{""coordinates"": [-76.57332744382634, 44.228502678211804], ""type"": ""Point""}","44.228502678211804,-76.57332744382634"
9070,130 STUART ST,Queen's University,MCLAUGHLIN HALL,"{""coordinates"": [-76.49533751347462, 44.223763817146676], ""type"": ""Point""}","44.223763817146676,-76.49533751347462"
9071,49 BADER LANE,Queen's University,"WATSON HALL, JOHN","{""coordinates"": [-76.49763567611531, 44.2255375764738], ""type"": ""Point""}","44.2255375764738,-76.49763567611531"
9072,62 ARCH ST,Queen's University,HUMPHREY HALL,"{""coordinates"": [-76.4921240660159, 44.2269985097494], ""type"": ""Point""}","44.2269985097494,-76.4921240660159"
8784,50A ARCH ST,Queen's University,KATHLEEN RYAN HALL,"{""coordinates"": [-76.4924275840155, 44.22662057657594], ""type"": ""Point""}","44.22662057657594,-76.4924275840155"
8192,12 ALBERT ST,Queen's University,MORRIS HALL,"{""coordinates"": [-76.49987667816588, 44.223156905394646], ""type"": ""Point""}","44.223156905394646,-76.49987667816588"
7486,805 CATARAQUI WOODS DR,Baseball Field,CATARAQUI WOODS PARK BASEBALL FIELD,"{""coordinates"": [-76.58091954984813, 44.26505591201192], ""type"": ""Point""}","44.26505591201192,-76.58091954984813"
7487,115 BARRACK ST,Health Centre,STREET HEALTH CENTRE,"{""coordinates"": [-76.48304277497657, 44.233696055033064], ""type"": ""Point""}","44.233696055033064,-76.48304277497657"
7187,120 NORMAN ROGERS DR,Baseball Field,CENTENNIAL PUBLIC SCHOOL BASEBALL FIELD,"{""coordinates"": [-76.51865607859762, 44.2309244534508], ""type"": ""Point""}","44.2309244534508,-76.51865607859762"
7188,795 GARDINERS RD,Health Centre,MEDICAL TREE WALK-IN CLINIC,"{""coordinates"": [-76.56907033925904, 44.25100528845127], ""type"": ""Point""}","44.25100528845127,-76.56907033925904"
8073,105 SUTHERLAND DR,Health Centre,CDK FAMILY MEDICINE & WALK-IN CLINIC,"{""coordinates"": [-76.48011399678087, 44.26903140315836], ""type"": ""Point""}","44.26903140315836,-76.48011399678087"
8286,257 RIDEAU ST,Playground,257 RIDEAU ST PLAYGROUND,"{""coordinates"": [-76.48265942708474, 44.2399965057448], ""type"": ""Point""}","44.2399965057448,-76.48265942708474"
8582,1255 BIRCHWOOD DR,Playground,CATARAQUI WOODS PUBLIC SCHOOL PLAYGROUND,"{""coordinates"": [-76.58086320743222, 44.267759829505685], ""type"": ""Point""}","44.267759829505685,-76.58086320743222"
8287,480 MCCULLOUGH PARK DR,Playground,MCCULLOUGH PARK (WEST) PLAYGROUND,"{""coordinates"": [-76.62674132102029, 44.233738825518586], ""type"": ""Point""}","44.233738825518586,-76.62674132102029"
8588,53 YONGE ST,Playground,PORTSMOUTH OLYMPIC HARBOUR PLAYGROUND,"{""coordinates"": [-76.51726840577793, 44.219726383300035], ""type"": ""Point""}","44.219726383300035,-76.51726840577793"
8954,362 ALFRED ST,Place of Worship,FAITH ALIVE INTERNATIONAL MINISTRIES,"{""coordinates"": [-76.49777505809574, 44.235962115369446], ""type"": ""Point""}","44.235962115369446,-76.49777505809574"
8667,3526 PRINCESS ST,Place of Worship,WESTBROOK UNITED CHURCH,"{""coordinates"": [-76.62621729142228, 44.26615958740939], ""type"": ""Point""}","44.26615958740939,-76.62621729142228"
8361,195 UNION ST,Place of Worship,MEADOWBROOK BIBLE CHAPEL,"{""coordinates"": [-76.50111818676042, 44.227231275892976], ""type"": ""Point""}","44.227231275892976,-76.50111818676042"
8668,130 LAKEVIEW AVE,Place of Worship,ST. THOMAS ANGLICAN CHURCH,"{""coordinates"": [-76.57141198230981, 44.21929401538264], ""type"": ""Point""}","44.21929401538264,-76.57141198230981"
8669,1287 WOODBINE RD,Place of Worship,CITY CHRISTIAN CENTRE,"{""coordinates"": [-76.61028778268455, 44.256679801869375], ""type"": ""Point""}","44.256679801869375,-76.61028778268455"
9076,62 FIFTH FIELD COMPANY LN,Queen's University,CARRUTHERS HALL,"{""coordinates"": [-76.49369743614568, 44.226398682876685], ""type"": ""Point""}","44.226398682876685,-76.49369743614568"
9077,207 STUART ST,Queen's University,RIDEAU BUILDING,"{""coordinates"": [-76.49810327807174, 44.22400744546792], ""type"": ""Point""}","44.22400744546792,-76.49810327807174"
8477,76 STUART ST,Queen's University,WATKINS WING,"{""coordinates"": [-76.49261171228196, 44.224330886674274], ""type"": ""Point""}","44.224330886674274,-76.49261171228196"
7189,235 GORE RD,Health Centre,RIDEAU FAMILY MEDICAL CENTRE,"{""coordinates"": [-76.45594694540117, 44.258137852713105], ""type"": ""Point""}","44.258137852713105,-76.45594694540117"
7784,77 STRAND BV,Health Centre,BAYRIDGE AFTER HOURS MEDICAL CLINIC,"{""coordinates"": [-76.59260638311028, 44.251830293349315], ""type"": ""Point""}","44.251830293349315,-76.59260638311028"
7789,221 PORTSMOUTH AVE,Community Service,KFL&A HEALTH UNIT,"{""coordinates"": [-76.52537758778135, 44.227809363276684], ""type"": ""Point""}","44.227809363276684,-76.52537758778135"
8076,771 MONTREAL ST,Community Service,JOHN HOWARD SOCIETY OF KINGSTON,"{""coordinates"": [-76.48478424752591, 44.252180534631464], ""type"": ""Point""}","44.252180534631464,-76.48478424752591"
7790,308 Wellington St,Community Service,ARTHRITIS SOCIETY KINGSTON DIVISION,"{""coordinates"": [-76.48159732848978, 44.23532155219629], ""type"": ""Point""}","44.23532155219629,-76.48159732848978"
8589,15 POINT ST. MARK DR,Playground,POINT ST. MARK PARK PLAYGROUND 1,"{""coordinates"": [-76.4624921982792, 44.255407119121664], ""type"": ""Point""}","44.255407119121664,-76.4624921982792"
8878,1250 ACADIA DR,Playground,WESTPARK (ACADIA PARK) CLIMBER,"{""coordinates"": [-76.59638748027747, 44.23489033291298], ""type"": ""Point""}","44.23489033291298,-76.59638748027747"
8591,1016 BLUFFWOOD AVE,Playground,BLUFFWOOD PARKETTE PLAYGROUND,"{""coordinates"": [-76.43881069911106, 44.27064552689688], ""type"": ""Point""}","44.27064552689688,-76.43881069911106"
8592,485 BOXWOOD ST,Playground,LOMBARDY PARK PLAYGROUND 2,"{""coordinates"": [-76.58809794884094, 44.238645991849225], ""type"": ""Point""}","44.238645991849225,-76.58809794884094"
8594,48 SEVENTH AVE,Playground,ST. PETER ELEMENTARY SCHOOL PLAYGROUND,"{""coordinates"": [-76.50057851522148, 44.24706598061462], ""type"": ""Point""}","44.24706598061462,-76.50057851522148"
8595,975 OLD COLONY RD,Playground,OLD COLONY PARK PLAYGROUND,"{""coordinates"": [-76.58333283742665, 44.25389920963747], ""type"": ""Point""}","44.25389920963747,-76.58333283742665"
8881,15 OAK ST,Playground,MAX JACKSON PARK PLAYGROUND,"{""coordinates"": [-76.50288958827903, 44.25132433502731], ""type"": ""Point""}","44.25132433502731,-76.50288958827903"
8958,775 PROGRESS AVE,Place of Worship,BAY PARK FELLOWSHIP BAPTIST CHURCH,"{""coordinates"": [-76.57775902983181, 44.24695913831852], ""type"": ""Point""}","44.24695913831852,-76.57775902983181"
8490,2647 38 HWY,Place of Worship,KINGSTON CHRISTIAN FELLOWSHIP CHURCH,"{""coordinates"": [-76.61439591048149, 44.31496503707072], ""type"": ""Point""}","44.31496503707072,-76.61439591048149"
8801,5 MILES AVE,Place of Worship,POLSON PARK FREE METHODIST CHURCH,"{""coordinates"": [-76.52791117578747, 44.23508746125391], ""type"": ""Point""}","44.23508746125391,-76.52791117578747"
9086,555 KING ST W,Museum,CORRECTIONAL SERVICES OF CANADA MUSEUM,"{""coordinates"": [-76.51379658002844, 44.22171316431828], ""type"": ""Point""}","44.22171316431828,-76.51379658002844"
7791,118 William St,Community Service,ALMOST HOME,"{""coordinates"": [-76.48670056642955, 44.229304842507645], ""type"": ""Point""}","44.229304842507645,-76.48670056642955"
8077,400 ELLIOT AVE,Community Service,CANADIAN MENTAL HEALTH SERVICES KINGSTON BRANCH,"{""coordinates"": [-76.4977754240531, 44.25571869446114], ""type"": ""Point""}","44.25571869446114,-76.4977754240531"
7792,57 Baiden St,Community Service,FRONTENAC-KINGSTON COUNCIL ON AGING,"{""coordinates"": [-76.52161743980234, 44.221732887224874], ""type"": ""Point""}","44.221732887224874,-76.52161743980234"
8078,234 BROCK ST,Community Service,KINGSTON YOUTH SHELTER,"{""coordinates"": [-76.48799406300633, 44.23136689042621], ""type"": ""Point""}","44.23136689042621,-76.48799406300633"
8596,196 YONGE ST,Playground,GARRIGAN PARK PLAYGROUND,"{""coordinates"": [-76.51818047846754, 44.2236031662476], ""type"": ""Point""}","44.2236031662476,-76.51818047846754"
8882,836 MUIRFIELD CRES,Playground,BEXLEY GATE PARK PLAYGROUND,"{""coordinates"": [-76.56140398455452, 44.253448022883035], ""type"": ""Point""}","44.253448022883035,-76.56140398455452"
8293,1250 ACADIA DR,Playground,WESTPARK (ACADIA PARK) SWINGSET,"{""coordinates"": [-76.59629837489449, 44.23476164652507], ""type"": ""Point""}","44.23476164652507,-76.59629837489449"
8599,251 MCMAHON AVE,Playground,LORD STRATHCONA PUBLIC SCHOOL PLAYGROUND 1,"{""coordinates"": [-76.52204018341864, 44.25027423866757], ""type"": ""Point""}","44.25027423866757,-76.52204018341864"
8883,755 BAYRIDGE DR,Playground,BAYRIDGE PARK PLAYGROUND 1,"{""coordinates"": [-76.5932039334661, 44.2475293397179], ""type"": ""Point""}","44.2475293397179,-76.5932039334661"
8600,41 GRENADIER DR,Playground,GRENADIER PARK PLAYGROUND,"{""coordinates"": [-76.4552677213474, 44.255449380933946], ""type"": ""Point""}","44.255449380933946,-76.4552677213474"
9088,696 MACLEAN CRT,Park,PITTSBURGH PLACE PARK,"{""coordinates"": [-76.45985811730526, 44.25871372718725], ""type"": ""Point""}","44.25871372718725,-76.45985811730526"
8496,2 OAKRIDGE AVE,Park,OAKRIDGE PARK,"{""coordinates"": [-76.51181659296029, 44.22747687067761], ""type"": ""Point""}","44.22747687067761,-76.51181659296029"
7658,773 HWY 15,Soccer Field,LA SALLE HS FRONT SPORTS FIELD,"{""coordinates"": [-76.4598709229531, 44.252911390664636], ""type"": ""Point""}","44.252911390664636,-76.4598709229531"
7384,773 HWY 15,Basketball Court,LA SALLE HS FRONT BASKETBALL COURT,"{""coordinates"": [-76.45931870939135, 44.25265243897164], ""type"": ""Point""}","44.25265243897164,-76.45931870939135"
8081,14 THERESA CRES,Swingset,JAMES NELSON PARK SWINGSET,"{""coordinates"": [-76.4987014339223, 44.25390793836951], ""type"": ""Point""}","44.25390793836951,-76.4987014339223"
8084,191 PORTSMOUTH AV,Sensory Garden,JOSEPH DOMINIK SENSORY GARDEN,"{""coordinates"": [-76.52508175326385, 44.22722732291994], ""type"": ""Point""}","44.22722732291994,-76.52508175326385"
7496,35 LYONS ST,Community Garden,COMMUNITY HARVEST GARDEN,"{""coordinates"": [-76.49882007824347, 44.255542498736986], ""type"": ""Point""}","44.255542498736986,-76.49882007824347"
7193,NELSON ST,Community Garden,MEMORIAL CENTRE POLLINATOR GARDEN,"{""coordinates"": [-76.50211345790676, 44.240300471556424], ""type"": ""Point""}","44.240300471556424,-76.50211345790676"
8296,4075 BATH RD,Baseball Field,COLLINS BAY PUBLIC SCHOOL BASEBALL FIELD,"{""coordinates"": [-76.6111097981296, 44.24219463004928], ""type"": ""Point""}","44.24219463004928,-76.6111097981296"
8297,,Baseball Field,ROYAL CANADIAN LEGION - BRANCH 560 BASEBALL FIELD,"{""coordinates"": [-76.48854840461163, 44.25173794507447], ""type"": ""Point""}","44.25173794507447,-76.48854840461163"
8298,141 THIRD AVE,Baseball Field,THIRD AVENUE PARK BASEBALL FIELD,"{""coordinates"": [-76.50545398254542, 44.24551929647255], ""type"": ""Point""}","44.24551929647255,-76.50545398254542"
8602,434 MCEWEN DR,Baseball Field,LA SALLE PARK BASEBALL FIELD 2,"{""coordinates"": [-76.57283332164087, 44.23161686223682], ""type"": ""Point""}","44.23161686223682,-76.57283332164087"
8497,2400 PERTH RD,Park,SHANNONS CORNERS PARK,"{""coordinates"": [-76.50117484902533, 44.3183646151098], ""type"": ""Point""}","44.3183646151098,-76.50117484902533"
8499,23 ONTARIO ST,Park,AN GORTA MOR PARK,"{""coordinates"": [-76.48500283901318, 44.22416496637985], ""type"": ""Point""}","44.22416496637985,-76.48500283901318"
8217,224 GORE RD,Park,MACLEAN PARK,"{""coordinates"": [-76.45601093045528, 44.26028594080387], ""type"": ""Point""}","44.26028594080387,-76.45601093045528"
8807,52 KENWOODS CIR,Park,LILLA BURKE PARK,"{""coordinates"": [-76.46804390898603, 44.25601054909057], ""type"": ""Point""}","44.25601054909057,-76.46804390898603"
7965,NAVY WY,Athletic Centre,RMC SOCCER DOME,"{""coordinates"": [-76.46566331118939, 44.237912156362384], ""type"": ""Point""}","44.237912156362384,-76.46566331118939"
7661,275 SYDENHAM ST,Historic Site/Long Term Care,PROVIDENCE MANOR HISTORIC SITE,"{""coordinates"": [-76.48591058809822, 44.235261597488325], ""type"": ""Point""}","44.235261597488325,-76.48591058809822"
7966,1550 PRINCESS ST,Hotel / Motel,AMBASSADOR CONFERENCE RESORT,"{""coordinates"": [-76.53712035788222, 44.252328070005106], ""type"": ""Point""}","44.252328070005106,-76.53712035788222"
7392,1530 ROBINSON CT,Hotel / Motel,QUALITY INN & SUITES,"{""coordinates"": [-76.56747812289157, 44.2823854076147], ""type"": ""Point""}","44.2823854076147,-76.56747812289157"
7664,1350 GARDINERS RD,Track & Field,INVISTA THROWING FIELD,"{""coordinates"": [-76.56831040738935, 44.27396817679253], ""type"": ""Point""}","44.27396817679253,-76.56831040738935"
8605,251 MCMAHON AVE,Baseball Field,LORD STRATHCONA PUBLIC SCHOOL BASEBALL FIELD,"{""coordinates"": [-76.52275798794919, 44.25131021502873], ""type"": ""Point""}","44.25131021502873,-76.52275798794919"
8885,775 PROGRESS AVE,Baseball Field,BAY PARK BAPTIST CHURCH BASEBALL FIELD,"{""coordinates"": [-76.57779808121316, 44.24606096936315], ""type"": ""Point""}","44.24606096936315,-76.57779808121316"
8396,,Baseball Field,LAWRENCE PARK BASEBALL FIELD,"{""coordinates"": [-76.61751367089033, 44.24500157390237], ""type"": ""Point""}","44.24500157390237,-76.61751367089033"
8504,1334 CHANNELVIEW RD,Park,WHITMOUNT ESTATES PARK,"{""coordinates"": [-76.33336335208843, 44.28010647854439], ""type"": ""Point""}","44.28010647854439,-76.33336335208843"
8505,225 ONTARIO ST,Park,CONFEDERATION PARK,"{""coordinates"": [-76.47951710397928, 44.229819685885396], ""type"": ""Point""}","44.229819685885396,-76.47951710397928"
8809,73 JANE AVE,Park,GLENARDEN PARK,"{""coordinates"": [-76.52002940804971, 44.24812901804509], ""type"": ""Point""}","44.24812901804509,-76.52002940804971"
8508,1A GRENVILLE CRES,Park,GRENVILLE CRESCENT PARKS,"{""coordinates"": [-76.53209236225008, 44.24200828173639], ""type"": ""Point""}","44.24200828173639,-76.53209236225008"
7395,31 SOMME AV,CFB Water Tower,CFB KINGSTON WATER TOWER,"{""coordinates"": [-76.44131417361866, 44.24321340335278], ""type"": ""Point""}","44.24321340335278,-76.44131417361866"
7397,6 MERRITT DR,RMC,COMMANDANTS RESIDENCE,"{""coordinates"": [-76.46873490590369, 44.23268090670709], ""type"": ""Point""}","44.23268090670709,-76.46873490590369"
7967,5 VALOUR DR,RMC,FORT BRANT DORMITORY,"{""coordinates"": [-76.4691211077813, 44.23130369972278], ""type"": ""Point""}","44.23130369972278,-76.4691211077813"
7968,20 AMIENS AV,RMC,FORT LASALLE DORMITORY,"{""coordinates"": [-76.46892088031632, 44.22992494809123], ""type"": ""Point""}","44.22992494809123,-76.46892088031632"
7667,17 GENERAL CRERAR CR,RMC,SAWYER BLDG 1-2,"{""coordinates"": [-76.46671681380616, 44.23059659762449], ""type"": ""Point""}","44.23059659762449,-76.46671681380616"
7197,234 NORMAN ROGERS DR,Soccer Field,ST. THOMAS MORE ELEMENTARY SCHOOL SOCCER FIELD 2,"{""coordinates"": [-76.52428003094488, 44.234151342199226], ""type"": ""Point""}","44.234151342199226,-76.52428003094488"
7198,52 NOTCH HILL RD,Playground,SILAS STEVENS PARKETTE PLAYGROUND,"{""coordinates"": [-76.53111890400561, 44.237894008013164], ""type"": ""Point""}","44.237894008013164,-76.53111890400561"
7501,1A GRENVILLE CRES,Playground,GRENVILLE CRES PARK PLAYGROUND,"{""coordinates"": [-76.53126683555782, 44.240970809765265], ""type"": ""Point""}","44.240970809765265,-76.53126683555782"
8089,1810 Jade Ave,Swingset,JADE AVE PARK SWINGSET,"{""coordinates"": [-76.58105339411226, 44.27755484921176], ""type"": ""Point""}","44.27755484921176,-76.58105339411226"
8996,1180 WOODBINE RD,BMX Track,WOODBINE PARK BMX TRACK,"{""coordinates"": [-76.60526625763477, 44.260452223794935], ""type"": ""Point""}","44.260452223794935,-76.60526625763477"
8401,52 NOTCH HILL RD,Basketball Court,SILAS STEVENS PARKETTE BASKETBALL,"{""coordinates"": [-76.53129626131536, 44.23783374602113], ""type"": ""Point""}","44.23783374602113,-76.53129626131536"
8811,1879 MACALPINE RD,Park,MACALPINE PARK,"{""coordinates"": [-76.24935830355716, 44.314296559489286], ""type"": ""Point""}","44.314296559489286,-76.24935830355716"
8225,964 LINCOLN DR,Park,PIMLICO PARK,"{""coordinates"": [-76.58769423139863, 44.241076037159964], ""type"": ""Point""}","44.241076037159964,-76.58769423139863"
8226,52 NOTCH HILL RD,Parkette,SILAS STEVENS PARKETTE,"{""coordinates"": [-76.53119940731004, 44.23782347476624], ""type"": ""Point""}","44.23782347476624,-76.53119940731004"
8513,174 PINE ST,Park,PINE STREET TRIANGLE,"{""coordinates"": [-76.49620939746798, 44.23904074339213], ""type"": ""Point""}","44.23904074339213,-76.49620939746798"
8514,1660 JOHN COUNTER BLVD,Park,WILLIAM J. HACKETT PARK,"{""coordinates"": [-76.52854199206193, 44.257806240803276], ""type"": ""Point""}","44.257806240803276,-76.52854199206193"
8227,268 OLD QUARRY RD,Park,O'CONNOR PARK,"{""coordinates"": [-76.52472738974674, 44.25627577230835], ""type"": ""Point""}","44.25627577230835,-76.52472738974674"
7544,100 PORTSMOUTH AVE,Post-Secondary Education,ST. LAWRENCE COLLEGE BLUE WING,"{""coordinates"": [-76.52980586522924, 44.22228251976688], ""type"": ""Point""}","44.22228251976688,-76.52980586522924"
7546,9 ORCHARD ST,Playground,EMMA MARTIN PARK PLAYGROUND,"{""coordinates"": [-76.48108513753185, 44.242906003096664], ""type"": ""Point""}","44.242906003096664,-76.48108513753185"
7852,91 LAPPAN'S LN,Municipal Government Facility,UTILITIES KINGSTON SERVICE CENTRE,"{""coordinates"": [-76.50840413574525, 44.260565106335385], ""type"": ""Point""}","44.260565106335385,-76.50840413574525"
7253,1350 GARDINERS RD,Recreation Facility,INVISTA CENTRE SPORTS FACILITY,"{""coordinates"": [-76.56737082406352, 44.27541510796099], ""type"": ""Point""}","44.27541510796099,-76.56737082406352"
7254,114 WRIGHT CR,Community Service,ONGWANADA CRESCENT COMMUNITY CENTRE,"{""coordinates"": [-76.51628025856216, 44.2399767868836], ""type"": ""Point""}","44.2399767868836,-76.51628025856216"
7199,487 BROCK ST,Playground,VICTORIA PARK PLAYGROUND 2,"{""coordinates"": [-76.49832274148193, 44.23381382428721], ""type"": ""Point""}","44.23381382428721,-76.49832274148193"
7804,1170 HALIFAX DR,Swingset,HALIFAX DR PARK SWINGSET,"{""coordinates"": [-76.55739938834574, 44.266659014384665], ""type"": ""Point""}","44.266659014384665,-76.55739938834574"
7203,875 Gardiners Rd,Public Garden,LIONS CIVIC GARDEN CIRCLE,"{""coordinates"": [-76.5710201788587, 44.25428812716637], ""type"": ""Point""}","44.25428812716637,-76.5710201788587"
7806,303 YORK ST,Cricket Field,KMC CRICKET FIELD,"{""coordinates"": [-76.50090791669967, 44.24052841523904], ""type"": ""Point""}","44.24052841523904,-76.50090791669967"
8716,140 RIDEAU ST,Basketball Court,RIVERVIEW PARK BASKETBALL COURT 2,"{""coordinates"": [-76.48318576933207, 44.237400138755525], ""type"": ""Point""}","44.237400138755525,-76.48318576933207"
8402,2252 BATTERSEA RD,Basketball Court,GLENBURNIE PUBLIC SCHOOL BASKETBALL COURT,"{""coordinates"": [-76.46090690886746, 44.32065203613513], ""type"": ""Point""}","44.32065203613513,-76.46090690886746"
8403,9 DUNDAS ST,Soccer Field,RIDEAU PUBLIC SCHOOL SOCCER FIELD,"{""coordinates"": [-76.5048757750954, 44.23598849658798], ""type"": ""Point""}","44.23598849658798,-76.5048757750954"
9003,64 DRENNAN ST,Soccer Field,STARR REID PARK SOCCER FIELD,"{""coordinates"": [-76.48404769659575, 44.26055721380019], ""type"": ""Point""}","44.26055721380019,-76.48404769659575"
8229,805 CASTELL RD,Park,CASTELL PARK,"{""coordinates"": [-76.57549896989525, 44.23469926618062], ""type"": ""Point""}","44.23469926618062,-76.57549896989525"
8230,423 ELLIOTT AVE,Park,KEN MATTHEWS PARK,"{""coordinates"": [-76.50019578701544, 44.256805150094266], ""type"": ""Point""}","44.256805150094266,-76.50019578701544"
8815,153 ROBERT WALLACE DR,Park,POLSON PARK,"{""coordinates"": [-76.52918254633416, 44.235664580123114], ""type"": ""Point""}","44.235664580123114,-76.52918254633416"
8817,56 FRANCIS ST,Park,PORTSMOUTH SOCCER FIELDS PARK,"{""coordinates"": [-76.52232223216056, 44.22583607620622], ""type"": ""Point""}","44.22583607620622,-76.52232223216056"
7550,263 WELLER AVE,Basketball Court,KCHC PARKETTE BASKETBALL,"{""coordinates"": [-76.49119765175917, 44.26224642156407], ""type"": ""Point""}","44.26224642156407,-76.49119765175917"
8131,339 JANETTE ST,Parkette,JANETTE ST PARKETTE,"{""coordinates"": [-76.59175605995587, 44.26221090721264], ""type"": ""Point""}","44.26221090721264,-76.59175605995587"
7854,130 PARKWAY,Trail Access,RIDEAU TRAIL PARKWAY ACCESS PNT,"{""coordinates"": [-76.53494809282181, 44.24794268879971], ""type"": ""Point""}","44.24794268879971,-76.53494809282181"
7508,361 ROOSEVELT DR,Basketball Court,J R HENDERSON PUBLIC SCHOOL BASKETBALL COURT 3,"{""coordinates"": [-76.57674894779578, 44.22863509190592], ""type"": ""Point""}","44.22863509190592,-76.57674894779578"
7205,361 ROOSEVELT DR,Playground,J R HENDERSON PUBLIC SCHOOL PLAYGROUND 3,"{""coordinates"": [-76.5761857732899, 44.2295954774574], ""type"": ""Point""}","44.2295954774574,-76.5761857732899"
7511,1789 BATH RD,Education Facility,FRONTENAC SECONDARY SCHOOL,"{""coordinates"": [-76.57643849953028, 44.23715519355177], ""type"": ""Point""}","44.23715519355177,-76.57643849953028"
9006,56 FRANCIS ST,Soccer Field,PORTSMOUTH SOCCER FIELDS 1,"{""coordinates"": [-76.52195472140433, 44.22593496343733], ""type"": ""Point""}","44.22593496343733,-76.52195472140433"
